"c_npc_instance","subtitle_de","subtitle_pl","subtitle_name","dialogue_instance_name"
"PC_HERO","Ja. Also hast du jetzt wahrscheinlich einen listigen Plan?","Rozumiem. Więc pewnie i teraz masz jakiś sprytny plan?","DIA_Kamil_HELLO_15_21","DIA_Kamil_HELLO"
"NONE_9951_Kamil","Eine der Wachen, die nachts in den Slums patrouillieren, wird sicherlich die Flucht verhindern. Er lebt und patrouilliert über uns.","Na pewno w ucieczce przeszkadza jeden ze strażników, patrolujących slumsy nocą. Mieszka i patroluje nad nami.","DIA_Kamil_HELLO_03_22","DIA_Kamil_HELLO"
"NONE_9951_Kamil","Er muss eingeschläfert werden, mehr nicht! Ich möchte weglaufen, aber dich nicht in Schwierigkeiten bringen.","Trzeba go uśpić, ale nic więcej! Chcę uciec, ale nie wciągać cię w kłopoty.","DIA_Kamil_HELLO_03_23","DIA_Kamil_HELLO"
"NONE_9951_Kamil","Am besten bietest du ihm ein Bier mit einem Schlafmittel an.","Najlepiej, jakbyś zaproponował mu piwo ze środkiem nasennym.","DIA_Kamil_HELLO_03_24","DIA_Kamil_HELLO"
"NONE_9951_Kamil","Wenn er sich nicht weigert, ist das nächste Element des Plans, das Boot zu stehlen. Und ich will dich hier auch nicht in Schwierigkeiten bringen.","Jak nie odmówi, to kolejnym elementem planu jest kradzież łódki. I tu też nie chcę wciągać cię w kłopoty.","DIA_Kamil_HELLO_03_25","DIA_Kamil_HELLO"
"NONE_9951_Kamil","Daher ist es am besten, ein Boot von einem Fischer vom anderen Ende der Küste zu nehmen.","Dlatego najlepiej zabrać łódkę rybakowi z drugiego końca wybrzeża.","DIA_Kamil_HELLO_03_26","DIA_Kamil_HELLO"
"PC_HERO","Weswegen?","Dlaczego?","DIA_Kamil_HELLO_15_27","DIA_Kamil_HELLO"
"NONE_9951_Kamil","Er trinkt gern. Sobald die Wache schläft, beobachte den Fischer und warte, bis er zum Gasthaus geht.","Lubi sobie wypić. Gdy uśpisz już strażnika to zacznij obserwować rybaka i zaczekaj, aż pójdzie do karczmy.","DIA_Kamil_HELLO_03_28","DIA_Kamil_HELLO"
"NONE_9951_Kamil","Dann komm mit dem Boot hierher.","Wtedy przypłyń tu tamtą łódką.","DIA_Kamil_HELLO_03_29","DIA_Kamil_HELLO"
"NONE_9951_Kamil","Und dann ist es bekannt. Ich bezweifle, dass dieser Fischer den Diebstahl glauben würde, sie würden eher glauben, dass er es versenkt hat, als er betrunken war. Und auf diese Weise wird nicht einmal nach dem Schuldigen gesucht.","A dalej to wiadomo. Wątpię, by temu rybakowi uwierzyli w kradzież, prędzej uznają, że zatopił ją, jak był pijany. I w ten sposób nikt nie będzie nawet szukał winnego.","DIA_Kamil_HELLO_03_30","DIA_Kamil_HELLO"
"PC_HERO","Okay, also wann fangen wir an?","Dobra, to kiedy zaczynamy?","DIA_Kamil_HELLO_15_31","DIA_Kamil_HELLO"
"NONE_9951_Kamil","So schnell wie möglich. Und denke daran, es dauert eine Nacht, um ein Boot zu stehlen.","Jak najszybciej. No i pamiętaj, że uśpić strażnika i ukraść łódź, trzeba jednej nocy.","DIA_Kamil_HELLO_03_32","DIA_Kamil_HELLO"
"PC_HERO","Ich bin nun ein Gladiator.","Zostałem gladiatorem.","DIA_Kamil_HELLO2_15_01","DIA_Kamil_HELLO2"
"NONE_9951_Kamil","Keine Zeit für lange Abschiede. Das Boot hält uns zwei nicht aus. Steige aus dem Boot, wenn du nicht alleine weglaufen willst.","Nie ma czasu na długie pożegnania. Nas dwóch łódka nie utrzyma. Zejdź z łódki, jeśli nie zamierzasz sam stąd uciekać.","DIA_Kamil_BYE_03_01","DIA_Kamil_BYE"
"PC_HERO","Nein, ich muss mich hier noch mit jemandem befassen.","Nie, muszę się z kimś tu rozprawić.","DIA_Kamil_BYE_15_02","DIA_Kamil_BYE"
"NONE_9951_Kamil","Viel Glück mein Freund!","Powodzenia, przyjacielu!","DIA_Kamil_BYE_03_03","DIA_Kamil_BYE"
"PC_HERO","Kannst du Schlaftabletten herstellen?","Potrafisz robić środki nasenne?","DIA_Alchemik_KAMILBOAT_15_01","DIA_Alchemik_KAMILBOAT"
"NONE_63004_Alchemik","Ja, aber ich brauche die richtigen Zutaten und die Bezahlung muss auch stimmen.","Tak, ale muszę mieć z czego. I za co.","DIA_Alchemik_KAMILBOAT_03_02","DIA_Alchemik_KAMILBOAT"
"NONE_63004_Alchemik","Will jemand nachts nicht schlafen?","Ktoś nie chce w nocy zasnąć?","DIA_Alchemik_KAMILBOAT_03_03","DIA_Alchemik_KAMILBOAT"
"PC_HERO","Ja, und gleichzeitig mag er Bier. Und was brauchst du, um eine solche Specialität herzustellen?","Tak, a jednocześnie lubi piwo. A czego potrzebujesz, by taki specyfik stworzyć?","DIA_Alchemik_KAMILBOAT_15_04","DIA_Alchemik_KAMILBOAT"
"NONE_63004_Alchemik","Schwertlilie. Eine Pflanze, die unter Wasser lebt, reicht bis zur Hüfte.","Muffy wodnej. Roślina żyjąca pod wodą, sięga nawet do pasa.","DIA_Alchemik_KAMILBOAT_03_05","DIA_Alchemik_KAMILBOAT"
"PC_HERO","Es wird mir schwer fallen, sie beim Tauchen von der größe einzuschätzen.","Trudno mi ja będzie mierzyć, nurkując.","DIA_Alchemik_KAMILBOAT_15_06","DIA_Alchemik_KAMILBOAT"
"NONE_63004_Alchemik","Es ist ziemlich groß, sieht aus wie ein Farn und enthält eine wunderschöne lila Blume.","Jest dość spora, wygląda jak paproć, a w środku znajduje się piękny fioletowy kwiat.","DIA_Alchemik_KAMILBOAT_03_07","DIA_Alchemik_KAMILBOAT"
"NONE_63004_Alchemik","Wasserströmungen können sie leicht aus dem Boden ziehen, sodass du sie höchstwahrscheinlich dort finden wirst, wo das Wasser steht. Vielleicht in einem Wrack?","Prądy wodne łatwo mogą je wyrwać z podłoża, dlatego najprędzej znajdziesz ją tam, gdzie woda stoi. Może w jakimś wraku?","DIA_Alchemik_KAMILBOAT_03_08","DIA_Alchemik_KAMILBOAT"
"NONE_63004_Alchemik","Also, bring eine Schwertlilie, Bier und 50 Goldstücke mit, und ich mache eine für dich.","Tak więc przynieś muffę, piwo i 50 sztuk złota, a wykonam dla ciebie taki środek.","DIA_Alchemik_KAMILBOAT_03_09","DIA_Alchemik_KAMILBOAT"
"PC_HERO","Gut, ich werde eine Runde tauchen gehen.","To idę ponurkować.","DIA_Alchemik_KAMILBOAT_15_10","DIA_Alchemik_KAMILBOAT"
"PC_HERO","Hier ist die Schwertlilie, Bier und 50 Gold.","Oto muffa, piwo i 50 sztuk złota.","DIA_Alchemik_KAMILBOAT_MUFFA_15_01","DIA_Alchemik_KAMILBOAT_MUFFA"
"NONE_63004_Alchemik","Danke.","Dzięki.","DIA_Alchemik_KAMILBOAT_MUFFA_03_02","DIA_Alchemik_KAMILBOAT_MUFFA"
"NONE_63004_Alchemik","Hier, schon ist es fertig.","Proszę. Gotowe.","DIA_Alchemik_KAMILBOAT_MUFFA_03_03","DIA_Alchemik_KAMILBOAT_MUFFA"
"PC_HERO","Aber wo hast du die Schwertlilie her?","Ale skąd wziąłeś muffę?","DIA_Alchemik_KAMILBOAT_MUFFA_15_04","DIA_Alchemik_KAMILBOAT_MUFFA"
"NONE_63004_Alchemik","Du bist nicht der Erste, der eine Wache ausschalten will.","Nie jesteś pierwszym, który chce uśpić strażnika.","DIA_Alchemik_KAMILBOAT_MUFFA_03_05","DIA_Alchemik_KAMILBOAT_MUFFA"
"NONE_63004_Alchemik","Ich habe ein Schlafbier gemacht, während du weg warst.","Piwo nasenne zrobiłem, jak cię nie było.","DIA_Alchemik_KAMILBOAT_MUFFA_03_06","DIA_Alchemik_KAMILBOAT_MUFFA"
"PC_HERO","Wie auch immer, danke für deine Hilfe…","W każdym razie dzięki za pomoc…","DIA_Alchemik_KAMILBOAT_MUFFA_15_07","DIA_Alchemik_KAMILBOAT_MUFFA"
"NONE_9950_Nocnik","Was machst du hier?","A ty tu czego?","DIA_Nocnik_KAMILBOAT_03_01","DIA_Nocnik_KAMILBOAT"
"PC_HERO","Entschuldige die Störung. Vielleicht ein Bier als Entschuldigung?","Przepraszam, że ci przeszkadzam. Może piwa w ramach rekompensaty?","DIA_Nocnik_KAMILBOAT_15_02","DIA_Nocnik_KAMILBOAT"
"NONE_9950_Nocnik","Ich muss jede Nacht von den Slums aus auf das Gasthaus starren. (gierig) Gib her!!","Tak chodzę po tych slumsach, i tylko przypatruję się tej karczmie. Dawaj!","DIA_Nocnik_KAMILBOAT_03_03","DIA_Nocnik_KAMILBOAT"
"NONE_9950_Nocnik","Kannst du nicht sehen, dass ich arbeite?","Nie widzisz, że pracuję?","DIA_Nocnik_SLEEPNOTKAMIL_03_01","DIA_Nocnik_SLEEPNOTKAMIL"
"NONE_9950_Nocnik","Lass mich alleine patrouillieren und versuche keine Tricks!","Daj mi patrolować w spokoju i nie próbuj żadnych sztuczek!","DIA_Nocnik_SLEEPNOTKAMIL_03_02","DIA_Nocnik_SLEEPNOTKAMIL"
"NONE_9950_Nocnik","Kannst du nicht sehen, dass ich schlafe?","Nie widzisz, że śpię?","DIA_Nocnik_SLEEPDAY_03_01","DIA_Nocnik_SLEEPDAY"
"NONE_9950_Nocnik","Wir reden später, am liebsten gar nicht.","Pogadamy później, a najlepiej w ogóle.","DIA_Nocnik_SLEEPDAY_03_02","DIA_Nocnik_SLEEPDAY"
"NONE_9950_Nocnik","Kannst du nicht sehen, dass ich esse?","Nie widzisz, że jem?","DIA_Nocnik_RESTDAY_03_01","DIA_Nocnik_RESTDAY"
"NONE_9950_Nocnik","Lass mich in Ruhe essen!","Daj mi zjeść w spokoju!","DIA_Nocnik_RESTDAY_03_02","DIA_Nocnik_RESTDAY"
"NONE_7752_Rybak","Versuche nicht einmal, mein Boot zu stehlen!","Nawet nie próbuj ruszać mojej łódki!","DIA_Rybak_MYBOAT_03_01","DIA_Rybak_MYBOAT"
"PC_HERO","Das würde ich niemals tun.","Nie zamierzałem.","DIA_Rybak_MYBOAT_15_02","DIA_Rybak_MYBOAT"
"NONE_7752_Rybak","Dann runter vom Pier, du hast hier nichts zu suchen!","Wynocha z pomostu, nie masz tu czego szukać!","DIA_Rybak_MYBOAT_03_03","DIA_Rybak_MYBOAT"
"NONE_7752_Rybak","Jemand hat mein Boot gestohlen. Weißt du etwas darüber?","Ktoś mi ukradł łódkę. Wiesz coś o tym?","DIA_Rybak_WHEREMYBOAT_03_01","DIA_Rybak_WHEREMYBOAT"
"PC_HERO","Gestohlen? Warst es nicht du, der kürzlich das Boot beim Poker verwettet hatte?","Ukradł? A to nie ty ostatnio postawiłeś łódkę w pokera?","DIA_Rybak_WHEREMYBOAT_15_02","DIA_Rybak_WHEREMYBOAT"
"NONE_7752_Rybak","Äh.. Dieser Alkohol wird mich ruinieren. Wovon soll ich jetzt leben.","Ehh.. ten alkohol mnie zrujnuje. Z czego ja teraz wyżyję.","DIA_Rybak_WHEREMYBOAT_03_03","DIA_Rybak_WHEREMYBOAT"
"NONE_11000_Recker","Ja, ich habe diesen Kampf verloren.","Tak, przegrałem tę bitwę.","DIA_Recker_READ1_03_01","DIA_Recker_READ1"
"NONE_11000_Recker","Ich wurde gefangen genommen und ein riesiges Lösegeld wurde für mich gefordert.","Zostałem pojmany i zarządano za mnie ogromnego okupu.","DIA_Recker_READ1_03_02","DIA_Recker_READ1"
"NONE_11000_Recker","Es war mein größter Misserfolg, ich habe viele gute Leute verloren und meine Autorität würde erschüttert.","To była moja największa porażka, straciłem wielu dobrych ludzi, a mój autorytet legł w gruzach.","DIA_Recker_READ1_03_03","DIA_Recker_READ1"
"NONE_11000_Recker","Ich kam kürzlich zu meinen Erinnerungen an diesen Tag zurück, anscheinend habe ich vergessen, dieses Buch zu verstecken.","Wróciłem sobie do wspomnień z tego dnia niedawno, najwidoczniej zapomniałem schować tej księgi.","DIA_Recker_READ1_03_04","DIA_Recker_READ1"
"PC_HERO","Mit wem hast du damals gekämpft?","Z kim wtedy walczyliście?","DIA_Recker_READ1_15_05","DIA_Recker_READ1"
"NONE_11000_Recker","Mit Barbaren. Wo genau sie herkamen, ist nicht bekannt, aber sie hatten eine Absicht - unseren Kontinent erobern.","Z barbarzyńcami. Nie wiadomo skąd dokładnie pochodzili, ale zamiar mieli jeden - podbić nasz kontynent.","DIA_Recker_READ1_03_06","DIA_Recker_READ1"
"NONE_11000_Recker","Sie brannten das Dorf Arris und die umliegenden Siedlungen nieder.","Spalili doszczętnie wioskę Arris i pobliskie jej osady.","DIA_Recker_READ1_03_07","DIA_Recker_READ1"
"NONE_11000_Recker","Wir haben sie in der Meerenge gefangen, die das Arres-Tal mit dem Rest des Kontinents verbindet.","Złapaliśmy ich w cieśninie łączącej dolinę Arres z resztą kontynentu.","DIA_Recker_READ1_03_08","DIA_Recker_READ1"
"NONE_11000_Recker","Dort fand die Schlacht statt.","To tam rozegrała się ta bitwa.","DIA_Recker_READ1_03_09","DIA_Recker_READ1"
"NONE_11000_Recker","Ich möchte nicht darauf zurückkommen, ich bin mir sicher, dass dieses Szenario nicht noch einmal passieren wird, wenn man auf diese verdammten Banditen marschiert.","Nie chcę do tego wracać, na pewno nie powtórzy się ten scenariusz podczas wymarszu na tych cholernych bandytów.","DIA_Recker_READ1_03_10","DIA_Recker_READ1"
"NONE_11000_Recker","Genug Erinnerungen Gladiator, raus aus meinem Zelt!","Dość wspomnień Gladiatorze, wyjdź z mojego namiotu!","DIA_Recker_READ1_03_11","DIA_Recker_READ1"
"PAL_11800_Zwiadowca","Sei vorsichtig, komm nicht näher.","Uważaj, nie zbliżaj się już.","DIA_Zwiadowca_HELLO1_03_01","DIA_Zwiadowca_HELLO1"
"PC_HERO","Wie ist die Situation?","Jak tam sytuacja?","DIA_Zwiadowca_HELLO1_15_02","DIA_Zwiadowca_HELLO1"
"PAL_11800_Zwiadowca","Sie erwarten uns nicht, Regen und Nebel verschaffen uns einen großen Vorteil.","Nie spodziewają się nas, deszcz i mgła dały nam sporą przewagę.","DIA_Zwiadowca_HELLO1_03_03","DIA_Zwiadowca_HELLO1"
"PAL_11800_Zwiadowca","Sie sind Zahlenmäßig größer als wir, aber dafür sind wir wesentlich Stärker.","Jest ich zdecydowanie więcej niż nas, ale to my jesteśmy bardziej wykwalifikowani.","DIA_Zwiadowca_HELLO1_03_04","DIA_Zwiadowca_HELLO1"
"PC_HERO","Wir sind also bereit, ich sage Recker Bescheid.","Czyli jesteśmy gotowi, dam znać Reckerowi.","DIA_Zwiadowca_HELLO1_15_05","DIA_Zwiadowca_HELLO1"
"PAL_11800_Zwiadowca","Ich komme mit dir zurück.","Wrócę z tobą.","DIA_Zwiadowca_HELLO1_03_06","DIA_Zwiadowca_HELLO1"
"PAL_11800_Zwiadowca","Danke, ich weiß das wirklich zu schätzen.","Dzięki, naprawdę doceniam.","DIA_Zwiadowca_THANKS_03_01","DIA_Zwiadowca_THANKS"
"PC_HERO","Bleib nah bei mir und du wirst nicht sterben.","Trzymaj się blisko mnie, a nie zginiesz.","DIA_Zwiadowca_THANKS_15_02","DIA_Zwiadowca_THANKS"
"PAL_11800_Zwiadowca","Ja, Sir!","Tak jest!","DIA_Zwiadowca_THANKS_03_03","DIA_Zwiadowca_THANKS"
"PAL_11800_Zwiadowca","Dieser Kampf hat mein Leben verändert!","Ta walka odmieniła moje życie!","DIA_Zwiadowca_AFTERFIGHT_03_01","DIA_Zwiadowca_AFTERFIGHT"
"PC_HERO","Ja, es ist gut, dass du bei mir geblieben bist.","Tak, dobrze że się mnie trzymałeś.","DIA_Zwiadowca_AFTERFIGHT_15_02","DIA_Zwiadowca_AFTERFIGHT"
"PAL_11800_Zwiadowca","Von nun an schickt mich der Kommandant zum Auskundschaften auch hinter die feindlichen Linien!","Od teraz dowódca będzie wysyłał mnie na zwiady nawet za linię wroga!","DIA_Zwiadowca_AFTERFIGHT_03_03","DIA_Zwiadowca_AFTERFIGHT"
"PAL_11800_Zwiadowca","Leider habe ich nichts zu verdanken. Ich trage fast nichts, um schneller zu laufen.","Nie mam ci się niestety czym odwdzięczyć. Prawie nic nie noszę, by szybciej biegać.","DIA_Zwiadowca_AFTERFIGHT_03_04","DIA_Zwiadowca_AFTERFIGHT"
"PC_HERO","Ja. Und lass dich nicht töten!","Rozumiem. I nie daj się zabić!","DIA_Zwiadowca_AFTERFIGHT_15_05","DIA_Zwiadowca_AFTERFIGHT"
"NONE_11000_Recker","verdammt! Wir verlieren diesen Kampf!","Do cholery! Przegrywamy tę bitwę!","DIA_RECKERBATTLE_WAR_START_03_01","DIA_RECKERBATTLE_WAR_START"
"NONE_11000_Recker","Wir verlieren zu viele Soldaten.","Tracimy zbyt wielu żołnierzy.","DIA_RECKERBATTLE_WAR_START_03_02","DIA_RECKERBATTLE_WAR_START"
"NONE_11000_Recker","Wir müssen uns dem Kampf anschließen.","Musimy wstąpić do walki.","DIA_RECKERBATTLE_WAR_START_03_03","DIA_RECKERBATTLE_WAR_START"
"NONE_11000_Recker","Soldaten! Los, folge mir!","Żołnierze! Do boju, za mną!","DIA_RECKERBATTLE_WAR_START_03_04","DIA_RECKERBATTLE_WAR_START"
"PAL_3300_Justin","Endlich treffe ich dich, Kaly hat mir ein bisschen über dich erzählt!","A więc w końcu cię poznałem, Kaly mi trochę o tobie opowiadał!","DIA_JUSTIN_HELLO1_03_01","DIA_JUSTIN_HELLO1"
"PAL_3300_Justin","Ich bin Justin, ein Deserteur.","Jestem Justin, dezerter.","DIA_JUSTIN_HELLO1_03_02","DIA_JUSTIN_HELLO1"
"PC_HERO","Deserteur sagst du?","Dezerter powiadasz?","DIA_JUSTIN_HELLO1_15_03","DIA_JUSTIN_HELLO1"
"PAL_3300_Justin","Ja, ich habe nicht die Absicht, unter diesem Rezenhart weiter in der Armee zu dienen.","Tak, nie mam zamiaru służyć dalej w armii pod wodzami tego tępaka Rezenharta.","DIA_JUSTIN_HELLO1_03_04","DIA_JUSTIN_HELLO1"
"PAL_3300_Justin","Ich weigerte mich, eines der Dörfer niederzubrennen, die sich dem derzeitigen Herrscher widersetzten.","Odmówiłem spalenia jednej z wiosek, która sprzeciwiła się obecnemu władcy.","DIA_JUSTIN_HELLO1_03_05","DIA_JUSTIN_HELLO1"
"PAL_3300_Justin","Es war ein wunderschönes Dorf. Der König hat befohlen, sein eigenes Dorf niederzubrennen und die Bewohner abzuschlachten! In welchem Königreich passiert so etwas?!","Była to piękna wieś. Król kazał spalić własną wioskę i wyrznąć mieszkańców! W którym królestwie coś takiego ma miejsce?!","DIA_JUSTIN_HELLO1_03_06","DIA_JUSTIN_HELLO1"
"PAL_3300_Justin","Deshalb habe ich die Armee verlassen.","Dlatego odszedłem z armii.","DIA_JUSTIN_HELLO1_03_07","DIA_JUSTIN_HELLO1"
"PAL_3300_Justin","Da sitzen Hergan und Elines, meine Freunde, die mit mir gegangen sind.","Tam siedzi Hergan i Elines, moi przyjaciele, którzy odeszli razem ze mną.","DIA_JUSTIN_HELLO1_03_08","DIA_JUSTIN_HELLO1"
"PAL_3300_Justin","Nun zu dir. Ich soll dir sagen um was es geht oder?","Zapewne mam ci powiedzieć co i jak?","DIA_JUSTIN_HELLO1_03_09","DIA_JUSTIN_HELLO1"
"PC_HERO","Ja, dafür bin ich hergekommen.","Tak, właśnie po to tu przybyłem.","DIA_JUSTIN_HELLO1_15_10","DIA_JUSTIN_HELLO1"
"PAL_3300_Justin","Kaly ist so ein stinkender Faulpelz, er will dir nicht einmal unseren Plan verraten…","Kaly to jest dopiero śmierdzący leń, nawet nie chce mu się opowiedzieć ci naszego planu…","DIA_JUSTIN_HELLO1_03_11","DIA_JUSTIN_HELLO1"
"PAL_3300_Justin","Halt die Klappe, hahaha!","Cicho tam siedź, haha!","DIA_JUSTIN_HELLO1_03_12","DIA_JUSTIN_HELLO1"
"PAL_3300_Justin","In Ordnung, Romulus.","No dobrze, Romulusie.","DIA_JUSTIN_HELLO1_03_13","DIA_JUSTIN_HELLO1"
"PAL_3300_Justin","Wie du wahrscheinlich weißt, haben diese verdammten Banditen einen Brief von Preston, dem Rebellenchef, abgefangen.","Jak zapewne wiesz, ci cholerni bandyci przechwycili list od Prestona, szefa rebeliantów.","DIA_JUSTIN_HELLO1_03_14","DIA_JUSTIN_HELLO1"
"PC_HERO","Ja, das weiß ich.","Tak, to wiem.","DIA_JUSTIN_HELLO1_15_15","DIA_JUSTIN_HELLO1"
"PAL_3300_Justin","Wir müssen ihn zurückholen.","Musimy go odzyskać.","DIA_JUSTIN_HELLO1_03_16","DIA_JUSTIN_HELLO1"
"PAL_3300_Justin","Wir werden nachts lautlos angreifen.","Zaatakujemy w nocy, po cichu.","DIA_JUSTIN_HELLO1_03_17","DIA_JUSTIN_HELLO1"
"PAL_3300_Justin","Sprich noch ein bisschen mit den Jungs, dann ruh dich aus. Wir greifen morgen an.","Pogadaj jeszcze z chłopakami, potem odpocznij. Jutro atakujemy.","DIA_JUSTIN_HELLO1_03_21","DIA_JUSTIN_HELLO1"
"PC_HERO","Alles klar.","Dobrze.","DIA_JUSTIN_HELLO1_15_22","DIA_JUSTIN_HELLO1"
"PAL_3300_Justin","Hast du dich gut ausgeruht?","Wyspany?","DIA_Justin_ATAKUJEMY_03_01","DIA_Justin_ATAKUJEMY"
"PC_HERO","Natürlich.","Jak najbardziej.","DIA_Justin_ATAKUJEMY_15_02","DIA_Justin_ATAKUJEMY"
"PAL_3300_Justin","Dann los, meine Herren!","No to do dzieła, idziemy panowie!","DIA_Justin_ATAKUJEMY_03_03","DIA_Justin_ATAKUJEMY"
"PAL_3300_Justin","Was ist…","Co jest…","DIA_Justin_COJEST_03_01","DIA_Justin_COJEST"
"PAL_3300_Justin","Ein Toter Bandit?","Martwy bandyta?","DIA_Justin_COJEST_03_02","DIA_Justin_COJEST"
"PAL_3300_Justin","Irgendetwas stimmt hier nicht, ich sehe niemanden im Lager.","Coś tu jest nie tak, nie widzę nikogo w obozie.","DIA_Justin_COJEST_03_03","DIA_Justin_COJEST"
"PC_HERO","Irgendeine Ahnung, was passiert sein könnte?","Masz pomysł co mogło się stać?","DIA_Justin_COJEST_15_04","DIA_Justin_COJEST"
"PAL_3300_Justin","Ich hoffe, Tamerons Männer sind uns nicht zuvorgekommen. Wir gehen hinein.","Mam nadzieję, że ludzie Tamerona nas nie wyprzedzili. Wchodzimy do środka.","DIA_Justin_COJEST_03_05","DIA_Justin_COJEST"
"PAL_3300_Justin","Ich mag das nicht, keine Anzeichen von einem Kampf!","Nie podoba mi się to, ani śladu walki!","DIA_Justin_NIEPODOBAMISIE_03_01","DIA_Justin_NIEPODOBAMISIE"
"PAL_3300_Justin","Wir müssen alles durchsuchen. Versuche Prestons Nachricht zu finden, vielleicht ist sie immer noch hier…","Trzeba się tu rozejrzeć. Spróbuj znaleźć wiadomość od Prestona, może jeszcze tu jest…","DIA_Justin_NIEPODOBAMISIE_03_02","DIA_Justin_NIEPODOBAMISIE"
"PAL_3300_Justin","Scheiße, das war ein Hinterhalt!","Cholera, to była zasadzka!","DIA_Justin_COJEST2_03_01","DIA_Justin_COJEST2"
"PAL_3300_Justin","Die haben sich in den Zelten und Büschen versteckt. Damit habe ich nicht gerechnet.","Pochowali się w namiotach i krzakach. Nie spodziewałem się tego.","DIA_Justin_COJEST2_03_02","DIA_Justin_COJEST2"
"PC_HERO","Das Wichtigste ist, dass es funktioniert hat.","Najważniejsze, że się udało.","DIA_Justin_COJEST2_15_03","DIA_Justin_COJEST2"
"PAL_3300_Justin","Hast du die Nachricht von Preston?","Masz wiadomość od Prestona?","DIA_Justin_COJEST2_03_04","DIA_Justin_COJEST2"
"PC_HERO","Ja.","Tak.","DIA_Justin_COJEST2_15_05","DIA_Justin_COJEST2"
"PAL_3300_Justin","Sprich dann mit Kaly, wir sichern das Gebiet.","Pogadaj w takim razie z Kalym, my zabezpieczymy teren.","DIA_Justin_COJEST2_03_06","DIA_Justin_COJEST2"
"PAL_3301_Hergan","Hoho! Champion der Arenen, mein Respekt!","Hoho! Mistrz areny, moje uszanowanie!","DIA_Hergan_HELLO1_03_01","DIA_Hergan_HELLO1"
